id,country,20211229,20211228,20211227,20211226,20211225,20211224,20211223,20211222,20211221,20211220,20211219,20211218,20211217,20211216,20211215,20211214,20211213,20211212,20211211,20211210,20211209,20211208,20211207,20211206,20211205,20211204,20211203,20211202,20211201,20211130,20211129,20211128,20211127,20211126,20211125,20211124,20211123,20211122,20211121,20211120,20211119,20211118,20211117,20211116,20211115,20211114,20211113,20211112,20211111,20211110,20211109,20211108,20211107,20211106,20211105,20211104,20211103,20211102,20211031,20211030,20211029,20211028,20211027,20211026,20211025,20211024,20211023,20211022,20211021,20211020,20211019,20211018,20211017,20211016,20211015,20211014,20211013,20211012,20211011,20211010,20211009,20211008,20211007,20211006,20211005,20211004,20211003,20211002,20211001,20210930,20210929,20210928,20210927,20210926,20210925,20210924,20210923,20210922,20210921,20210920,20210919,20210918,20210917,20210916,20210915,20210914,20210913,20210912,20210911,20210910,20210909,20210908,20210907,20210906,20210905,20210904,20210903,20210902,20210901,20210831,20210830,20210829,20210828,20210827,20210826,20210825,20210824,20210823,20210822,20210821,20210820,20210819,20210818,20210817,20210816,20210815,20210814,20210813,20210812,20210811,20210810,20210809,20210808,20210807,20210806,20210805,20210804
48,Denmark,770284,746769,647874,647811,647807,647777,647701,647487,647174,634060,623943,615670,607007,595688,585669,576855,568477,560592,554488,548843,542181,535090,528297,521794,514609,511463,507138,502493,497665,492410,488138,483667,479377,475633,471465,467022,462433,458199,454389,450974,447141,443017,438910,434927,430970,427215,423867,420919,416326,414128,411006,408329,406006,403542,399127,399016,396322,394256,390727,389132,387309,385429,383506,381538,380186,378682,377244,375944,374599,373336,372197,371407,370637,370046,369284,368575,367789,366982,366367,365803,365247,364626,363915,363298,362720,362219,361832,361425,360991,360550,360103,359538,359062,358724,358352,357977,357563,357209,356831,356452,356168,355916,355572,355231,354905,354511,354066,353803,353361,352967,352400,351804,351271,350813,350338,349698,349258,348560,347862,347028,346183,345421,344679,343802,342861,341879,340882,339542,338759,338039,337013,336079,335081,333872,332977,332013,331163,330232,329180,328075,326899,325890,324948,324120,323166,322276,321344
49,Diamond Princess,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
50,Djibouti,13619,13603,13593,13572,13568,13555,13555,13546,13546,13538,13535,13528,13526,13526,13526,13514,13514,13514,13514,13514,13514,13509,13508,13508,13508,13508,13506,13505,13504,13504,13504,13504,13504,13504,13504,13503,13503,13501,13501,13501,13501,13500,13500,13497,13496,13495,13495,13494,13494,13493,13493,13493,13491,13491,13489,13489,13487,13486,13478,13478,13472,13472,13461,13458,13458,13451,13444,13436,13423,13423,13423,13415,13396,13383,13377,13347,13320,13269,13229,13179,13179,13179,13179,13116,13057,12922,12881,12870,12811,12705,12636,12253,12253,12253,12253,12253,12253,12207,12085,12085,12040,11960,11960,11960,11927,11873,11873,11860,11839,11824,11807,11792,11792,11785,11777,11775,11765,11765,11757,11750,11747,11741,11728,11721,11707,11707,11698,11696,11696,11690,11690,11689,11689,11689,11682,11676,11676,11672,11672,11669,11663,11663,11662,11659,11659,11656,11655
51,Dominica,6559,6559,6559,6520,6520,6520,6520,6520,6430,6430,6286,6286,6286,6286,6257,6233,6233,6233,6233,6208,6176,6142,6086,6120,6120,6120,6120,6028,6028,5955,5955,5819,5819,5819,5642,5642,5642,5642,5642,5589,5550,5441,5441,5336,5336,5235,5235,5235,5176,5148,5070,4961,4961,4961,4961,4863,4823,4823,4783,4783,4742,4691,4659,4574,4508,4508,4508,4465,4412,4366,4153,4153,4153,4153,4153,4113,4086,4020,4020,4006,3948,3893,3844,3786,3699,3673,3673,3602,3481,3293,3293,3293,3293,3197,3197,3197,3134,2908,2908,2892,2758,2758,2758,2758,2634,2280,2280,2280,2280,2280,2175,1998,1998,1998,1832,1832,1832,1638,1638,1638,1638,1638,1339,1339,1339,1339,1339,1339,1339,953,953,953,953,953,943,943,412,412,412,412,412,367,218,218,218,218,218
52,Dominican Republic,416270,415359,414704,414226,413887,413191,412685,412263,412022,411883,411449,411266,411266,411014,410720,410412,410412,410265,410087,409862,409490,409232,409002,408748,408516,408245,407918,407629,407474,407251,407113,406803,406511,406021,405513,404754,404284,402731,402731,401914,400846,399773,398880,398018,397016,395856,394608,393383,392223,391104,390058,389090,388165,387269,386285,385181,384208,383317,381667,380974,380215,379336,378234,377385,376736,376272,375545,374722,373040,373040,372077,371447,370451,369700,368830,368131,367379,366711,366191,365558,365063,364252,363735,362849,362103,360830,360830,360257,359597,358455,358455,357982,357517,357149,356934,356694,356321,356042,355721,355378,355150,355013,354716,354443,353887,353887,353542,353303,353071,352762,352441,352201,352009,351894,351738,351453,351200,350789,350468,350173,350017,349859,349620,349253,348915,348566,348249,348026,347835,347637,346997,346997,346693,346510,346459,346176,345960,345637,345325,345118,344836,344625,344495,344151,343829,343512,343186
53,Ecuador,542960,542341,540122,540122,540122,538218,538218,538218,537032,536129,536129,536129,535414,534176,533457,533457,533190,530865,530865,530126,530126,529456,529349,526870,526870,526870,526870,526870,526870,526615,524432,524432,524432,524432,524432,524432,524353,523847,523847,521792,521792,521792,521792,521792,519560,519560,519560,519560,519560,519560,519386,519386,519386,518274,518274,515859,515859,515859,515859,515859,515859,515859,515659,515659,515606,514087,514087,514087,514087,514087,513026,513026,513026,513026,513026,512071,512071,512044,511699,511699,511699,511699,511317,510954,510954,510619,509238,509238,509238,509238,508655,508655,507858,507858,507858,507020,507020,507020,507020,507003,505860,505860,505860,505628,505628,505278,505278,505262,505075,504781,504257,503883,503883,503767,502146,502146,502146,502146,501201,501201,501140,501049,500084,500084,499631,499196,498728,495115,495115,495115,495115,493767,493767,493767,493767,493767,493767,493767,493148,491831,491831,491831,491185,491185,490356,489089,487702
54,Egypt,383003,382194,381343,380520,379654,378843,377960,377081,376233,375330,374411,373509,372599,371698,370819,369997,369198,368335,367456,366634,365831,364922,364033,363162,362260,361368,360435,359516,358578,357629,356718,355767,354836,353923,353024,352123,351267,350397,349513,348611,347719,346808,345848,344907,343961,343026,342097,341188,340269,339335,338414,337485,336582,335673,334751,333840,332889,331968,330084,329136,328209,327286,326379,325508,324619,323733,322852,321967,321084,320207,319339,318456,317585,316711,315842,314977,314116,313259,312413,311576,310745,309934,309135,308347,307569,306798,306030,305269,304524,303783,303045,302327,301625,300945,300278,299710,298988,298296,297608,296929,296276,295639,295051,294482,293951,293448,292957,292476,292018,291585,291172,290773,290395,290027,289684,289353,289035,288732,288441,288162,287899,287644,287393,287159,286938,286735,286541,286352,286168,285995,285831,285700,285577,285465,285358,285257,285158,285061,284966,284875,284789,284706,284641,284580,284523,284472,284415
55,El Salvador,121741,121741,121741,121741,121741,121741,121661,121623,121623,121530,121530,121484,121437,121384,121267,121267,121200,120622,119803,119803,119803,119803,119803,119803,119803,119803,119803,119803,119803,119803,119803,119803,118919,118041,118041,118041,118041,118041,118041,118041,118041,118041,118041,118041,118041,117884,117722,117544,117350,116258,116258,116258,116258,116258,113422,113422,113422,113422,113422,113422,113422,113422,113422,113422,112290,112290,112290,112290,110188,110188,110188,110188,110188,110188,110188,107664,107664,107664,107664,107664,107664,107664,107664,107335,104348,104348,104348,104348,104348,104348,104348,104348,104348,102024,102024,102024,102024,102024,102024,102024,99701,99701,99701,99701,99701,99701,99701,98122,98122,98122,98122,96067,96067,96067,96067,96067,96067,96067,96067,94060,94060,94060,94060,94060,94060,94060,92686,92686,92686,92686,92416,92416,92135,90129,90129,90129,90129,90129,90129,89826,88371,88371,88371,88371,88371,88371,87498
56,Equatorial Guinea,13637,13630,13630,13630,13623,13623,13618,13618,13618,13618,13618,13618,13617,13617,13612,13612,13612,13612,13612,13599,13599,13599,13599,13599,13599,13599,13599,13592,13592,13579,13579,13579,13579,13547,13547,13547,13538,13538,13538,13525,13519,13519,13519,13485,13485,13485,13485,13485,13459,13459,13459,13407,13407,13407,13407,13377,13377,13368,13368,13304,13304,13236,13236,13166,13166,13166,13166,13097,13097,13020,13020,12840,12840,12840,12840,12840,12786,12786,12657,12657,12657,12657,12532,12532,12532,12362,12362,12362,12362,12214,11806,11806,11806,11806,11806,11806,11544,11544,11063,11063,11063,11063,11063,10792,10498,10498,10498,10498,10284,10284,9939,9939,9939,9760,9760,9760,9477,9477,9477,9326,9326,9326,9173,9173,9173,9096,9096,9049,9049,9049,9010,9010,9010,8972,8972,8972,8972,8951,8951,8951,8951,8951,8951,8940,8940,8928,8928
57,Eritrea,7948,7931,7902,7873,7853,7853,7829,7807,7807,7779,7763,7753,7731,7713,7686,7675,7656,7646,7629,7616,7583,7533,7513,7484,7458,7442,7442,7412,7393,7341,7341,7318,7305,7285,7269,7250,7223,7188,7175,7156,7133,7112,7091,7076,7063,7055,7051,7039,7013,6979,6979,6959,6948,6927,6910,6881,6881,6860,6834,6831,6816,6806,6800,6795,6795,6789,6789,6788,6788,6780,6778,6774,6774,6773,6767,6764,6758,6755,6741,6741,6741,6737,6734,6729,6725,6723,6722,6722,6722,6722,6709,6697,6694,6694,6694,6685,6680,6680,6674,6674,6671,6671,6669,6667,6663,6657,6655,6655,6655,6655,6651,6651,6648,6648,6648,6647,6642,6642,6642,6642,6642,6640,6639,6639,6636,6635,6632,6624,6623,6620,6618,6618,6611,6609,6603,6601,6601,6597,6597,6593,6589,6589,6576,6576,6576,6573,6568
58,Estonia,238957,238079,237099,236565,236133,235668,234958,234092,233367,232506,232120,231694,231117,230514,229869,229214,228596,228279,227902,227446,226858,226304,225837,225294,224993,224654,224195,223689,223171,222584,221860,221549,221160,220514,219878,219259,218604,217784,217381,216544,216081,215367,214496,213474,212607,212096,211535,210542,209597,208326,206972,205883,205096,204148,202629,201194,199251,196951,193969,192092,190201,188522,186530,184509,183320,182039,180252,178610,177287,175782,174436,173335,172514,171395,170159,168884,167828,166601,165345,164618,163803,162735,161781,160832,159787,158895,158357,157728,156986,156257,155469,154722,153926,153536,153071,152429,151881,151292,150605,150142,149776,149314,148923,148391,147881,147357,146884,146707,146378,145885,145345,144878,144390,144001,143788,143533,143181,142837,142363,141956,141599,141344,141014,140692,140341,139937,139500,139126,138807,138706,138488,138157,137800,137514,137155,136992,136790,136500,136228,135856,135512,135223,135076,134950,134720,134479,134221
59,Eswatini,65473,64873,64561,64443,64381,63953,63440,62890,62094,61146,60036,59714,58876,57842,56200,53509,53509,52643,52174,51172,50337,49253,48358,47851,47504,47368,47158,46917,46753,46656,46582,46538,46528,46524,46514,46506,46498,46491,46487,46486,46485,46485,46484,46472,46472,46472,46472,46466,46465,46464,46462,46460,46457,46457,46455,46454,46447,46438,46421,46413,46403,46396,46393,46387,46387,46384,46383,46383,46380,46376,46371,46363,46361,46359,46344,46344,46313,46284,46276,46276,46273,46226,46193,46152,46152,46047,46005,46005,45924,45904,45870,45812,45770,45742,45742,45633,45633,45502,45395,45395,45380,45352,45274,45274,45084,44976,44863,44831,44777,44777,44500,44379,44234,44176,44134,44014,43857,43857,43626,43371,43054,42828,42719,42483,41680,41680,40714,40714,40455,40283,39530,38739,38030,37261,36514,36008,35851,34585,34585,33565,31738,31738,31060,30787,30377,29397,28535
60,Ethiopia,410445,405745,400560,398696,395750,390737,386164,382371,379379,377056,376375,375810,375019,374402,373860,373240,373240,373115,373000,372868,372711,372588,372462,372334,372215,372090,371946,371803,371672,371536,371346,371262,371177,371058,370886,370712,370332,370332,370200,370045,369867,369667,369437,369244,368979,368822,368646,368346,368106,367857,367647,367369,367210,367062,366424,366097,365776,365372,365167,364960,364576,363712,363712,362672,362672,362335,362088,361647,360503,360503,359495,359247,359247,358345,357550,357550,355843,355001,355001,354033,353425,352504,351338,351338,350204,348669,348669,347972,347084,344322,344322,343104,342305,341714,339658,339658,336762,336762,333698,333698,332961,332003,330494,328735,327066,323715,323715,323104,321787,320453,319101,317572,316174,314984,313468,313468,310994,309351,309351,306810,306810,306117,305077,301713,301713,297997,296731,296731,295019,295019,293737,292731,291803,290818,289962,289274,288788,288159,287184,286286,284531,284531,284091,283667,283082,282498,281811
61,Fiji,53332,53023,53023,52815,52815,52815,52706,52706,52651,52651,52623,52623,52623,52604,52604,52593,52593,52577,52577,52577,52567,52567,52562,52562,52543,52543,52543,52532,52532,52506,52506,52494,52494,52494,52474,52474,52468,52468,52453,52453,52453,52444,52444,52429,52397,52397,52397,52397,52356,52356,52298,52247,52247,52247,52247,52209,52209,52180,52141,52141,52141,52079,52079,52028,52028,51977,51977,51977,51909,51909,51846,51846,51701,51701,51701,51648,51535,51535,51535,51499,51483,51426,51386,51328,51224,51224,51202,51168,51130,51023,50872,50872,50755,50755,50701,50447,50447,50270,49959,49959,49880,49880,49587,49587,49244,49244,48986,48986,48858,48572,48393,48393,48153,47993,47865,47709,47509,47256,47006,46716,46211,46027,45373,45168,45168,44490,44490,44188,43597,43294,43096,42611,41830,41177,40587,39770,39456,39456,38812,38414,37846,37582,36979,36322,35640,34888,32733
62,Finland,239339,236755,234041,230392,230392,230392,227169,224169,221292,219250,213318,213318,213318,211239,209258,207033,205357,201051,201051,201051,199257,197476,196180,194638,191226,191226,191226,189730,188108,186538,185622,182284,182284,182284,180878,179534,178527,177439,174823,174823,174823,173632,172373,171222,170285,167119,167119,167119,167119,166256,165302,164492,162476,162476,162476,161688,160948,159798,157531,157531,157531,156959,156286,155547,154888,153156,153156,153156,152707,152099,151787,151207,149897,149897,149897,149174,148672,147919,147297,145679,145679,145679,145354,144665,143999,143416,142114,142114,142114,141552,140889,140087,139678,139405,138578,138578,138068,137594,137117,136257,136257,136206,135815,135314,134827,134305,133851,133638,132662,132662,132172,131686,131054,130510,130102,129192,129105,128544,127861,127182,126565,126093,125474,124855,124285,123635,123061,122417,122046,121543,120870,120186,119320,118647,117982,117531,116996,116231,115305,114281,113437,112656,112207,110885,110720,109982,109230
63,France,9639037,9430829,9251021,9220540,9192843,9088232,8994106,8902466,8818154,8745272,8730140,8681667,8623131,8564979,8504074,8438359,8363479,8362843,8318995,8210151,8209911,8153025,8091635,8021594,8021237,7927361,7927361,7877490,7829031,7780870,7731351,7723032,7654160,7654128,7619656,7586146,7553507,7523008,7517669,7497912,7475211,7453941,7433545,7413180,7393296,7389989,7377483,7362807,7358920,7346277,7334332,7321767,7319526,7310967,7301303,7292220,7282823,7272516,7268527,7262178,7254779,7248285,7242180,7235100,7228260,7226974,7221941,7215584,7209126,7202840,7196754,7190716,7189566,7185744,7180773,7174580,7164924,7163086,7157206,7156066,7152009,7147186,7142387,7304852,7127453,7121507,7120214,7116415,7110963,7106028,7100572,7094334,7086916,7085607,7080675,7075305,7068107,7061323,7054198,7045422,7043875,7037931,7029959,7021091,7007819,7007374,6992980,6990662,6982683,6972934,6962867,6944797,6938866,6924325,6921275,6910865,6897529,6884063,6837242,6834858,6834834,6827146,6813516,6778133,6777466,6757783,6708163,6702746,6700252,6682952,6659686,6635417,6609822,6573730,6476855,6471262,6471262,6469968,6468636,6439140,6400565,6373825,6371349,6350899,6324215,6298649,6270504
64,Gabon,39910,39910,38870,38039,38039,38039,38039,37830,37830,37743,37743,37743,37681,37681,37626,37626,37591,37591,37591,37551,37551,37511,37511,37477,37477,37477,37342,37342,37342,37342,37298,37298,37223,37223,37223,37158,37158,37045,37045,36943,36943,36943,36787,36787,36692,36692,36587,36587,36587,36330,36330,36194,36174,36020,36020,36020,35841,35525,35525,35525,35252,35252,34898,34898,34601,34601,34601,34281,34281,33842,33842,33442,33442,33442,33115,32576,32576,32576,32135,32135,31584,31584,31584,31058,31058,30648,30648,30648,30155,29515,29515,29515,29126,29126,29126,28726,28726,28120,28120,27643,27643,27643,27291,27291,26903,26903,26638,26638,26638,26379,26379,26177,26177,26079,26079,26079,25888,25888,25888,25819,25819,25819,25762,25762,25762,25717,25717,25667,25667,25667,25626,25626,25607,25607,25564,25564,25564,25529,25529,25487,25487,25462,25462,25462,25440,25440,25405
65,Gambia,10136,10136,10136,10087,10087,10087,10087,10078,10078,10051,10051,10051,10051,10045,10045,10034,10034,9998,9998,9998,9998,9998,9998,9998,9992,9992,9992,9992,9989,9989,9989,9989,9989,9989,9989,9988,9988,9988,9986,9986,9986,9986,9986,9986,9980,9980,9980,9980,9980,9980,9979,9973,9973,9973,9973,9973,9973,9973,9965,9965,9965,9963,9962,9959,9956,9956,9956,9956,9946,9946,9946,9946,9946,9946,9946,9943,9943,9941,9941,9939,9939,9939,9939,9939,9935,9935,9935,9935,9934,9934,9930,9930,9930,9911,9911,9911,9900,9900,9900,9888,9867,9867,9867,9867,9867,9848,9848,9820,9820,9820,9789,9789,9789,9789,9736,9736,9736,9715,9715,9698,9698,9626,9533,9533,9533,9470,9470,9470,9439,9364,9318,9318,9195,9195,9195,8920,8920,8920,8920,8603,8603,8603,8603,8603,8505,8392,8296
66,Georgia,930544,928030,925354,924368,922707,920617,918641,916477,913738,910456,909160,906965,904181,901202,898079,894801,890813,889286,886364,882822,879368,875806,871580,867071,865293,861883,857933,853833,850102,845643,840593,838639,835306,831248,826714,822383,819182,814097,812246,808889,804571,800293,795847,791115,785911,784091,780391,775826,771381,766818,761067,755046,752855,748751,743511,738171,732965,726941,719247,715865,711255,707290,703281,698944,694182,692240,688804,684337,680182,675771,670552,664813,662334,657753,652677,649407,645195,640358,635583,634053,631563,628719,626058,623830,621420,618620,617753,616589,614763,613012,611269,609340,607155,606492,605360,603763,602065,600412,598396,595926,595264,593763,591766,589727,587551,585036,581815,580869,579031,575210,572948,570493,567922,565957,564837,562627,559943,556909,553697,549811,545033,543118,540449,536202,532171,528043,523022,517098,514744,510941,506040,501297,496376,490462,484254,481578,477264,471685,466326,461198,455846,450149,447913,444569,440353,436573,432903
67,Germany,7101226,7059396,7028398,7009634,6999476,6982238,6954634,6915182,6869505,6834488,6812746,6788556,6755558,6709228,6656270,6600521,6559860,6530912,6501289,6463850,6404622,6339828,6270771,6219259,6179839,6143866,6097687,6026806,5953596,5881432,5825626,5782961,5744526,5695472,5623056,5547311,5472957,5418774,5378192,5341342,5293436,5233832,5170121,5108916,5069245,5038437,5009400,4974433,4925696,4875843,4830147,4801425,4780569,4759880,4731664,4697412,4662181,4634836,4607958,4594059,4577632,4553743,4527297,4501034,4485437,4476078,4464681,4452547,4435487,4417771,4399090,4388581,4382019,4375253,4366833,4355169,4343591,4331274,4323346,4318437,4312528,4305634,4295876,4284391,4272764,4265001,4260494,4255543,4249051,4239773,4228774,4216507,4209096,4204282,4197699,4192606,4183672,4173627,4162429,4155160,4149832,4144165,4137062,4127174,4115342,4102252,4093412,4087125,4080162,4071623,4058956,4044724,4029865,4020587,4013808,4005510,3996688,3983999,3970086,3955434,3947035,3940212,3933428,3925190,3914069,3901978,3884471,3881378,3876041,3870095,3863495,3854485,3846230,3837207,3831827,3828278,3824546,3819871,3814335,3808838,3803351,3800069,3797849,3795609,3792848,3789452,3785877
68,Ghana,141295,138957,136436,134555,134555,134555,134034,133046,132288,131911,131911,131911,131911,131840,131547,131547,131547,131412,131246,131246,131246,131246,131246,130920,130920,130920,130920,130920,130920,130920,130920,130920,130920,130920,130920,130920,130827,130827,130727,130727,130727,130727,130727,130710,130649,130649,130649,130649,130608,130608,130391,130391,130391,130391,130287,130287,130287,130077,130077,130077,130077,130041,130041,129948,129805,129805,129592,129592,129592,129592,129592,129440,129258,128368,128368,128368,128368,128368,128368,128368,128368,128368,128159,127878,127482,127482,127482,127482,127482,127016,127016,127016,126621,126621,126313,126313,125830,125565,125565,125261,125005,125005,123874,123874,123874,123874,123521,122779,122779,122779,122543,122157,121307,120452,120452,120452,120452,119436,119436,118266,118266,117636,117040,116441,115945,115525,115525,114584,113957,113957,112928,112928,112378,111232,111232,110710,109736,109736,109428,109022,108226,108226,106750,106434,106434,106434,105512
69,Greece,1134713,1105885,1084153,1074869,1070833,1064243,1056583,1049936,1044301,1037759,1034070,1031239,1026902,1022141,1017445,1012659,1006706,1002877,999652,994901,989814,984301,978402,971148,966221,962695,957552,951351,945095,938903,931183,924506,920683,914824,908222,901661,894555,886207,878920,874812,868868,861117,853841,847188,838824,831874,828032,821900,815068,808297,801208,792239,784904,780621,774265,767376,760592,754451,742170,739448,734778,731167,728210,724571,720295,716358,714283,711128,707587,704211,700959,697033,693886,692197,689896,687278,684706,682394,679157,676799,675479,673317,671040,668811,666517,663433,661308,660166,658368,655767,653535,651378,648091,645969,644869,643055,641022,638921,636596,632908,630784,629498,627314,625083,622761,620355,616765,615157,613838,611648,609519,607356,605158,601716,599951,598667,596383,593668,590832,587964,583658,581315,579734,576672,573605,570077,566812,561812,559186,557239,554055,550459,547186,543749,539337,537125,535237,531967,528474,524871,521399,516785,514192,512342,509596,506672,503885
70,Grenada,5968,5961,5956,5956,5956,5948,5933,5921,5920,5919,5919,5919,5919,5915,5915,5915,5915,5915,5913,5913,5910,5910,5909,5908,5907,5900,5900,5898,5897,5894,5888,5888,5884,5884,5880,5878,5876,5873,5866,5866,5865,5865,5865,5865,5863,5863,5863,5863,5863,5863,5863,5861,5861,5857,5857,5856,5850,5850,5840,5839,5834,5830,5824,5818,5817,5815,5809,5795,5790,5776,5769,5746,5734,5721,5704,5691,5653,5653,5619,5619,5591,5554,5531,5484,5434,5351,5294,5236,5195,5140,5039,5005,4922,4829,4766,4638,4552,4356,4213,4077,3841,3490,3262,3030,2740,2646,2386,2345,2163,1947,1748,1613,1473,1238,1238,1098,817,664,539,461,357,317,317,296,266,230,230,222,212,196,196,196,188,188,188,180,180,180,180,180,180,178,164,164,164,164,164
71,Guatemala,626675,625854,625257,625166,625127,625029,624866,624544,623795,623795,623662,623449,623449,623195,622866,622525,622237,622168,621844,621844,621328,620853,620435,619891,619542,619542,619040,618727,618436,617984,617610,617495,617495,617037,616554,615725,614910,613950,613892,613713,613014,611374,611374,610034,610034,610004,609136,609136,608307,607497,605749,605749,605664,604586,604586,603641,602575,601657,601402,601402,600419,599042,596417,596417,595067,594665,593459,591767,591460,591460,588262,588262,587687,586318,584613,583201,581498,581498,579489,578809,576818,576818,574713,572103,566636,566250,570453,565566,563257,560315,553289,553289,550333,548604,545796,542024,537987,533744,530026,529422,529422,528588,525161,521093,519986,515756,511457,509654,509654,505640,497690,497690,492570,487898,486819,486819,479376,475548,470277,470277,465799,465059,463753,460017,455263,444924,440007,440007,439253,437919,433339,428096,422270,413797,413797,413040,411731,407564,403348,398990,391118,391118,390514,389510,385512,381514,377446
72,Guinea,31238,31238,31117,31038,30976,30938,30938,30814,30814,30814,30814,30814,30814,30814,30814,30813,30798,30798,30798,30798,30798,30798,30770,30770,30770,30770,30770,30770,30770,30770,30770,30763,30763,30757,30751,30751,30747,30715,30715,30715,30715,30715,30715,30715,30715,30715,30715,30715,30709,30709,30709,30681,30681,30681,30681,30681,30672,30667,30653,30653,30653,30653,30647,30642,30642,30626,30626,30605,30605,30599,30572,30572,30572,30572,30572,30560,30535,30523,30501,30501,30501,30479,30479,30452,30445,30445,30434,30420,30411,30392,30382,30364,30362,30348,30343,30318,30318,30303,30271,30136,30136,30136,30136,30136,30085,30085,30029,30001,29987,29953,29918,29877,29877,29864,29842,29742,29605,29541,29501,29400,29209,29209,29209,29209,29120,29022,28945,28802,28647,28647,28524,28428,28308,28255,28118,27837,27837,27645,27311,27311,27112,26969,26847,26630,26477,26188,26188
73,Guinea-Bissau,6474,6466,6466,6463,6462,6458,6458,6458,6456,6456,6456,6455,6455,6452,6450,6448,6448,6447,6447,6445,6445,6444,6444,6444,6444,6444,6442,6442,6440,6440,6440,6440,6439,6438,6438,6437,6434,6434,6434,6434,6434,6432,6431,6402,6402,6363,6301,6263,6203,6150,6150,6150,6150,6150,6149,6144,6137,6134,6133,6133,6133,6133,6133,6131,6131,6131,6131,6131,6131,6130,6130,6130,6129,6129,6124,6123,6121,6119,6119,6117,6115,6115,6112,6112,6112,6112,6110,6110,6107,6103,6103,6099,6099,6099,6099,6094,6093,6087,6080,6080,6078,6069,6053,6042,6031,6022,6022,6021,5968,5958,5943,5934,5902,5902,5890,5869,5854,5829,5799,5766,5766,5745,5702,5676,5634,5590,5518,5518,5496,5416,5366,5206,5206,5123,5123,5099,5052,4986,4901,4864,4788,4788,4788,4702,4679,4629,4588
74,Guyana,39151,39119,39107,39086,39042,38998,38966,38926,38891,38870,38817,38751,38728,38684,38618,38568,38554,38453,38453,38402,38333,38261,38217,38160,38118,38068,38027,37951,37874,37825,37773,37707,37663,37613,37524,37445,37356,37325,37184,37184,37090,36999,36916,36872,36817,36741,36652,36533,36439,36305,36257,36180,36079,35993,35929,35800,35719,35657,35548,35444,35350,35252,35170,35104,35067,34977,34877,34800,34726,34608,34514,34455,34362,34240,34132,33973,33823,33748,33696,33566,33175,33175,32951,32701,32483,32483,32297,32055,31827,31638,31359,31236,31148,30907,30696,30444,30186,29824,29683,29553,29345,29072,28831,28532,28234,28099,27976,27782,27301,27301,26772,26772,26510,26510,26295,26112,25951,25770,25548,25403,25323,24967,24967,24864,24713,24506,24336,24336,24224,24047,23795,23795,23675,23575,23561,23455,23344,23244,23156,22992,22992,22982,22932,22843,22789,22705,22643
75,Haiti,25976,25974,25950,25950,25950,25945,25945,25923,25923,25920,25920,25907,25907,25879,25879,25865,25758,25744,25744,25744,25705,25638,25638,25510,25510,25463,25351,25351,25265,25175,25027,25027,25027,24974,24974,24974,24950,24768,24768,24768,24710,24710,24710,24635,24543,24543,24543,24383,24233,24233,24233,24073,24073,24073,24073,24032,24004,23960,23960,23960,23823,23773,23619,23619,23406,23406,23406,23406,23406,23324,23241,22933,22933,22827,22827,22731,22675,22614,22526,22382,22354,22354,22354,22273,22125,21972,21916,21916,21916,21647,21647,21647,21540,21486,21486,21486,21453,21431,21431,21368,21330,21330,21330,21318,21318,21271,21178,21162,21162,21162,21124,21124,21094,21069,20977,20977,20977,20941,20916,20896,20850,20833,20833,20833,20833,20746,20719,20719,20689,20689,20689,20689,20556,20556,20556,20507,20507,20507,20507,20389,20389,20389,20326,20326,20326,20326,20307
76,Holy See,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
