id,country,20211229,20211228,20211227,20211226,20211225,20211224,20211223,20211222,20211221,20211220,20211219,20211218,20211217,20211216,20211215,20211214,20211213,20211212,20211211,20211210,20211209,20211208,20211207,20211206,20211205,20211204,20211203,20211202,20211201,20211130,20211129,20211128,20211127,20211126,20211125,20211124,20211123,20211122,20211121,20211120,20211119,20211118,20211117,20211116,20211115,20211114,20211113,20211112,20211111,20211110,20211109,20211108,20211107,20211106,20211105,20211104,20211103,20211102,20211031,20211030,20211029,20211028,20211027,20211026,20211025,20211024,20211023,20211022,20211021,20211020,20211019,20211018,20211017,20211016,20211015,20211014,20211013,20211012,20211011,20211010,20211009,20211008,20211007,20211006,20211005,20211004,20211003,20211002,20211001,20210930,20210929,20210928,20210927,20210926,20210925,20210924,20210923,20210922,20210921,20210920,20210919,20210918,20210917,20210916,20210915,20210914,20210913,20210912,20210911,20210910,20210909,20210908,20210907,20210906,20210905,20210904,20210903,20210902,20210901,20210831,20210830,20210829,20210828,20210827,20210826,20210825,20210824,20210823,20210822,20210821,20210820,20210819,20210818,20210817,20210816,20210815,20210814,20210813,20210812,20210811,20210810,20210809,20210808,20210807,20210806,20210805,20210804
96,Kyrgyzstan,184592,184552,184506,184477,184439,184395,184356,184319,184269,184218,184195,184163,184123,184094,184055,184027,183991,183965,183931,183863,183810,183744,183712,183649,183615,183573,183510,183460,183404,183351,183285,183248,183140,183140,183066,182996,182953,182884,182833,182780,182727,182667,182605,182528,182425,182341,182267,182197,182090,181982,181936,181882,181830,181764,181668,181590,181499,181425,181259,181186,181105,180989,180865,180741,180629,180563,180467,180348,180223,180109,180006,179913,179845,179775,179681,179583,179492,179429,179338,179281,179186,179120,179036,178932,178852,178783,178740,178680,178608,178532,178444,178375,178317,178258,178202,178123,178036,177941,177869,177780,177722,177653,177567,177484,177389,177308,177226,177158,177083,176983,176883,176779,176682,176582,176473,176347,176193,176018,175876,175734,175589,175437,175224,175009,174813,174576,174347,174148,173920,173676,173428,173186,172937,172668,172327,172090,171758,171238,170770,170353,169971,169500,169017,168415,167734,167076,166236
97,Laos,108782,107740,106778,106231,104373,101865,101865,100624,100524,99396,98572,97505,94554,93061,93061,91816,90458,89320,88046,86148,84503,83291,82082,80722,79833,77500,77500,76496,75163,73738,72447,71518,68832,67322,67322,65818,64482,63159,62160,59895,59895,57397,57397,56324,55018,53207,52175,52175,50032,48892,48892,47842,47056,45980,45020,44061,42891,41829,39586,39586,38728,38281,37751,37018,36248,35633,34985,34518,33998,33606,32971,32314,32029,31736,31188,30615,29964,28849,28849,28540,27607,26876,26462,25987,25524,25524,25217,24916,24310,23846,23488,22441,22441,21819,21080,21080,20646,19952,19730,19185,19185,18814,18059,18059,17905,17682,17555,17357,17140,16936,16742,16576,16365,16058,15933,15761,15605,15459,15289,15015,14816,14641,14466,14104,14104,13909,12957,12621,12164,12164,11753,11313,11029,10648,10441,10092,9894,9363,9363,9161,8876,8561,7778,7778,7778,7511,7015
98,Latvia,274271,272952,271766,271431,271228,271106,270158,269204,268456,267465,267139,266716,265806,264965,264031,263145,262215,261944,261463,260658,260008,259215,258419,257559,257329,256852,256125,255402,254690,253659,252728,252413,251925,251006,250132,249037,247758,246465,246116,245623,245006,244561,243340,241839,240762,240340,239575,238153,236765,235387,233698,232247,231824,230569,228681,226860,224513,221795,219139,217339,214460,211702,208783,205577,203460,202573,200321,197389,194256,191321,188722,186869,185614,183239,180440,178298,175890,173654,172278,171276,169917,168248,166553,164801,163130,162120,161641,160608,159418,158291,157083,155880,155076,154786,153403,153403,152693,151917,151243,150749,150560,150156,149614,149081,148485,147788,147328,147193,146800,146381,145893,145402,144943,144632,144518,144160,143800,143446,143106,142637,142400,142319,142123,141867,141686,141536,141287,141118,141045,140944,140784,140651,140505,140325,140171,140122,140049,139941,139814,139707,139587,139462,139421,139347,139284,139204,139134
99,Lebanon,715950,715950,712570,712570,711259,709242,705477,705477,703555,701749,700943,699464,697774,696168,694256,690841,690841,690054,688515,686725,685162,683326,681332,679625,678801,677147,675765,674000,672548,670656,668605,668087,666768,665253,663779,660442,659960,659404,658467,657367,656192,655174,654068,652966,652735,651788,650655,649696,648782,647778,646869,646629,645805,645104,644391,643749,643047,642225,641339,640675,639995,639332,638581,638054,637819,637312,636685,636147,635447,634669,634209,633909,633355,632781,632271,631642,630950,630382,630180,629561,628881,628241,627722,626926,626198,625974,625445,624743,624230,623609,622983,622440,622235,621735,621155,620552,619950,619232,618580,618278,617662,617036,616179,615532,614688,613982,613498,612713,611912,611097,610197,609189,608041,607400,606536,605521,604409,603288,602266,601226,600451,599298,597978,596854,595522,593929,592780,592156,590983,590983,588578,586585,586585,584896,583012,581497,579999,578367,576550,573959,572401,571650,570098,568505,567044,565896,565896
100,Lesotho,28195,28126,28126,27595,27595,26004,26004,26004,25609,25528,24733,24733,24298,23903,23478,23223,23102,23102,22448,21838,21838,21838,21838,21838,21838,21838,21807,21807,21779,21779,21768,21755,21755,21735,21735,21735,21731,21731,21729,21726,21719,21719,21697,21697,21691,21688,21688,21687,21687,21685,21685,21685,21685,21677,21672,21643,21643,21640,21635,21634,21624,21600,21598,21598,21587,21587,21584,21575,21566,21557,21530,21530,21530,21524,21524,21490,21481,21460,21457,21455,21433,21433,21423,21363,21363,21360,21338,21338,21262,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14388,14388,14382,14382,14371,14371,14370,14363,14352,14352,14352,14243,14243,14243,13862,13845,13845,13843,13603,13603,13603,13603,13603
101,Liberia,6278,6228,6228,5929,5929,5929,5929,5929,5929,5916,5844,5844,5844,5844,5844,5844,5844,5835,5835,5835,5832,5829,5829,5829,5824,5824,5824,5824,5824,5823,5823,5821,5821,5821,5819,5819,5819,5819,5818,5818,5818,5818,5818,5818,5818,5818,5818,5818,5818,5818,5817,5815,5815,5815,5815,5815,5815,5815,5812,5812,5812,5812,5812,5812,5811,5811,5811,5811,5811,5807,5807,5807,5803,5803,5803,5803,5802,5802,5801,5799,5799,5799,5799,5799,5799,5799,5799,5799,5799,5799,5797,5794,5794,5792,5792,5915,5915,5915,5915,5915,5904,5904,5904,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5594,5594,5594,5594,5538,5538,5538,5538,5527,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459,5459
102,Libya,387543,386878,386279,385398,384663,384663,384005,383445,382884,382341,381749,381023,381023,380464,379816,379328,378816,378105,377450,377450,376873,376378,375869,375468,374989,374280,374280,373739,373210,372636,372209,371571,370787,370787,370187,369455,368987,368392,367811,367218,367218,366789,366238,365830,365237,364675,364076,364076,363483,362915,362318,361709,360914,360266,360266,359667,359019,358463,357338,356655,356655,356086,355490,354866,354215,353626,352881,352881,352192,351756,351224,350628,349990,349210,349210,348647,348088,347364,346813,346176,345451,345451,344847,343932,343240,342558,341839,341091,341091,340084,339269,337890,337890,336980,335991,335991,335055,334049,333064,332026,330945,329824,329824,328856,327803,326370,325221,323930,322487,322487,321370,319568,318069,316797,315418,313504,313504,312116,310637,308972,307471,305793,303790,303790,302177,300455,298773,296879,295254,293532,293532,291168,289219,286894,284618,281930,279099,279099,276739,274453,271981,269847,267846,264827,262948,262948,260951
103,Liechtenstein,6131,6059,5954,5934,5896,5896,5896,5852,5824,5703,5661,5647,5647,5593,5552,5512,5401,5327,5297,5297,5229,5162,5050,4941,4893,4862,4862,4809,4745,4678,4562,4507,4477,4477,4432,4396,4321,4321,4144,4131,4131,4041,4003,3945,3877,3846,3846,3846,3841,3814,3781,3738,3728,3728,3728,3708,3699,3662,3662,3662,3662,3653,3652,3645,3629,3623,3623,3623,3619,3610,3606,3589,3584,3584,3584,3580,3576,3572,3567,3566,3566,3566,3562,3561,3451,3451,3450,3449,3447,3447,3447,3445,3445,3439,3439,3439,3436,3425,3425,3405,3405,3405,3402,3394,3394,3390,3386,3376,3376,3370,3365,3352,3343,3331,3314,3314,3301,3278,3278,3273,3266,3263,3259,3257,3250,3247,3233,3228,3223,3219,3209,3198,3185,3175,3161,3155,3146,3140,3127,3119,3107,3102,3101,3099,3094,3092,3091
104,Lithuania,515892,513830,512231,511580,510752,509497,507916,506144,504422,502969,502345,500986,499262,497643,495686,493471,491953,491122,489673,487953,486224,484537,482458,480310,479839,478314,476354,474184,472239,470298,468494,467900,466608,464562,462431,460467,458298,456425,455558,454199,452268,450421,448304,446120,444181,443226,441784,439373,436690,434033,430855,428541,427118,424884,421360,418078,414817,412769,408715,406095,403051,399532,396047,392425,390031,388185,385640,382454,379438,376089,372585,370119,368641,366481,363630,360763,357801,355061,353289,351939,350029,347548,345095,342827,340080,338532,337416,335801,333690,331683,329869,327896,326654,325606,324329,322720,321243,319281,317852,316695,315949,315066,313692,312481,311151,309855,308956,308464,307622,306558,305605,304600,303692,302979,302624,302014,301167,300339,299532,298825,298165,297777,297334,296738,296096,295373,294708,294086,293767,293342,292552,291969,291412,290766,290170,289810,289346,288747,288173,287569,286943,286408,286103,285726,285209,284432,284191
105,Luxembourg,101256,100203,99717,98983,98983,98983,98440,97858,97258,97029,96108,96108,96108,95759,95222,94511,94300,93429,93429,93429,93060,92574,91908,91709,90774,90774,90774,90336,89766,89181,89010,88108,88108,88108,87773,87352,86796,86637,85960,85960,85960,85660,85361,84866,84738,84248,84248,84248,84069,83826,83479,83294,82842,82842,82842,82623,82190,82092,81683,81683,81683,81501,81363,81124,80603,80603,80603,80603,80462,80331,80085,79982,79720,79720,79720,79628,79463,79300,79196,79018,79018,79018,78941,78781,78620,78521,78326,78326,78326,78219,78130,77998,77930,77762,77762,77762,77688,77552,77441,77340,77189,77189,77189,77098,76996,76894,76798,76632,76632,76632,76540,76455,76358,76245,76102,76102,76102,75981,75904,75760,75672,75517,75517,75517,75442,75312,75216,75130,74985,74985,74985,74918,74855,74779,74690,74595,74595,74595,74545,74498,74437,74395,74262,74262,74262,74212,74144
106,MS Zaandam,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
107,Madagascar,50279,49590,49590,49590,47295,47295,47295,47295,47295,47295,47295,45794,45794,45794,45794,45794,45794,45794,44800,44800,44800,44800,44800,44800,44800,44330,44330,44330,44330,44330,44072,44072,44072,44072,44072,44072,44072,43672,43672,43672,43672,43672,43672,43672,43672,43672,43672,43672,43672,43672,43632,43632,43632,43632,43632,43632,43632,43626,43626,43626,43626,43626,43626,43626,43622,43622,43622,43622,43622,43622,43622,43616,43616,43616,43616,43616,43610,43610,43610,43610,43610,43610,43610,43610,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42894,42894,42891,42884,42884,42884,42884,42881,42881,42878,42873,42873,42869,42862,42862,42862,42857,42854,42850,42847,42847,42842,42838,42838,42836,42832,42819,42819,42811,42811,42802,42795,42791,42787,42781,42688,42685,42685,42685,42685
108,Malawi,73238,72135,71551,71007,70682,69735,68470,67278,66166,65223,64741,64412,63944,63408,62933,62380,62380,62230,62230,62147,62088,62053,62015,61997,61981,61966,61949,61936,61926,61916,61901,61897,61886,61886,61872,61867,61865,61865,61863,61863,61861,61858,61854,61845,61843,61843,61843,61834,61834,61832,61821,61818,61815,61815,61803,61803,61802,61800,61794,61794,61782,61774,61766,61765,61757,61757,61747,61747,61738,61738,61726,61716,61712,61709,61702,61702,61694,61679,61676,61676,61663,61648,61639,61629,61619,61612,61612,61609,61597,61552,61528,61528,61517,61497,61497,61453,61433,61433,61382,61382,61363,61337,61287,61250,61171,61137,61137,61113,61052,61052,60965,60898,60898,60821,60803,60728,60663,60663,60583,60494,60386,60345,60313,60221,60090,59954,59624,59624,59471,59399,59249,59048,58861,58465,58221,58083,57896,57273,57273,56952,56574,56135,55920,55699,55218,54715,54178
109,Malaysia,2750516,2746833,2743936,2741179,2738401,2735241,2731713,2728203,2724684,2721544,2718955,2715847,2711764,2707402,2703140,2699240,2695143,2691639,2688149,2683523,2678465,2673019,2667999,2663034,2658772,2654474,2649578,2644027,2638221,2632782,2627903,2623816,2619577,2614480,2608979,2602835,2597080,2591486,2586601,2581747,2575888,2569533,2563153,2556865,2551452,2546309,2541147,2535338,2528821,2522498,2517173,2510852,2506309,2501966,2497265,2492343,2486630,2481339,2471642,2466663,2460809,2448372,2448372,2442224,2436498,2431716,2426050,2420222,2413592,2407382,2401866,2396121,2390687,2384542,2377033,2370238,2361529,2353579,2346303,2339594,2332221,2313727,2303837,2294457,2285640,2285640,2277565,2257584,2257584,2245695,2220526,2220526,2209194,2198235,2185131,2171232,2142924,2142924,2127934,2112175,2082876,2082876,2067327,2049750,2030935,2011440,1995771,1979698,1960500,1940950,1919774,1900467,1880734,1862187,1844835,1824439,1805382,1786004,1765016,1746254,1725357,1706089,1685510,1662913,1640843,1616244,1593602,1572765,1555093,1535286,1513024,1489460,1446512,1444270,1424639,1404899,1384353,1363683,1342215,1320547,1299767,1279776,1262540,1243852,1224595,1203706,1183110
110,Maldives,95420,95222,95032,94864,94732,94564,94444,94299,94178,94057,93957,93864,93733,93629,93532,93370,93246,93119,93064,92846,92754,92629,92501,92368,92211,92095,91993,91893,91750,91650,91543,91464,91350,91274,91122,91046,90944,90821,90725,90601,90464,90340,90266,90117,89999,89840,89713,89529,89364,89255,89126,88966,88817,88635,88516,88386,88277,88058,87638,87487,87487,87487,87359,87186,87071,86830,86830,86605,86550,86419,86211,86165,86165,86088,85977,85932,85732,85732,85622,85548,85465,85348,85348,85198,85198,85042,84971,84971,84866,84809,84579,84484,84362,84290,84290,84164,84103,84017,83655,83655,83576,83494,83332,83248,83162,83070,82950,82822,82578,82578,82475,82364,82099,82099,81979,81653,81474,81474,81301,81112,80960,80791,80678,80539,80436,80328,80067,80067,79959,79864,79754,79659,79525,79419,79289,79137,79000,78926,78815,78690,78578,78464,78356,78243,78130,77999,77895
111,Mali,20468,20287,20120,20079,20011,19866,19758,19553,19470,19365,19306,19192,19064,18938,18855,18628,18627,18591,18504,18404,18329,18253,18112,17971,17915,17812,17698,17572,17500,17434,17364,17339,17300,17219,17144,17096,16964,16963,16946,16919,16852,16796,16758,16716,16679,16666,16643,16605,16562,16526,16468,16406,16371,16342,16234,16196,16149,16148,16073,16038,15978,15925,15924,15867,15849,15809,15776,15776,15698,15697,15674,15643,15603,15577,15577,15537,15512,15511,15472,15450,15415,15395,15369,15338,15303,15287,15278,15278,15219,15194,15183,15165,15165,15153,15130,15130,15103,15103,15074,15074,15060,15029,15020,15020,15002,14984,14984,14983,14977,14968,14961,14949,14942,14939,14930,14930,14909,14909,14895,14889,14873,14857,14814,14814,14803,14795,14763,14757,14757,14749,14735,14735,14714,14701,14695,14695,14692,14685,14662,14662,14652,14647,14642,14637,14633,14615,14605
112,Malta,49717,48380,47082,46250,45678,44761,43806,43073,42491,42105,41853,41571,41280,41059,40892,40724,40624,40546,40468,40357,40269,40188,40101,40015,39934,39865,39806,39668,39530,39435,39329,39234,39162,39067,39011,38928,38842,38771,38709,38587,38528,38449,38383,38319,38255,38168,38168,38117,38067,38004,37966,37931,37904,37854,37813,37773,37736,37702,37653,37637,37618,37610,37595,37580,37564,37551,37539,37533,37523,37506,37486,37464,37453,37445,37437,37412,37393,37375,37358,37347,37323,37307,37283,37264,37246,37221,37197,37187,37163,37149,37127,37119,37103,37090,37077,37061,37048,37036,37018,36994,36972,36952,36927,36900,36875,36843,36793,36758,36708,36674,36636,36606,36553,36512,36475,36426,36364,36322,36247,36171,36123,36089,36039,35990,35950,35908,35866,35831,35774,35721,35653,35602,35516,35434,35380,35337,35286,35192,35091,35040,34953,34902,34846,34787,34716,34668,34590
113,Marshall Islands,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
114,Mauritania,40906,40737,40614,40504,40453,40389,40308,40239,40182,40126,40083,40027,39990,39964,39924,39834,39834,39806,39778,39704,39704,39669,39621,39584,39558,39510,39468,39408,39339,39266,39213,39178,39115,39035,38950,38796,38699,38647,38583,38515,38440,38358,38278,38188,38133,38069,38001,37941,37884,37827,37755,37703,37659,37608,37535,37489,37435,37368,37275,37222,37155,37094,37032,36989,36955,36910,36866,36820,36783,36759,36722,36677,36645,36591,36550,36509,36465,36432,36414,36387,36348,36312,36271,36229,36163,36163,36114,36079,36030,35989,35942,35889,35859,35819,35777,35717,35661,35594,35515,35462,35380,35328,35212,35142,35042,34950,34878,34771,34692,34594,34504,34408,34297,34204,34111,33989,33869,33725,33580,33432,33309,33158,32967,32721,32486,32220,32026,31822,31642,31390,31174,30897,30635,30635,30121,29884,29603,29307,29004,28724,28438,28197,28197,27957,27596,26902,26902
115,Mauritius,23293,23208,23208,23170,23105,23077,23020,23020,22979,22907,22907,22869,22815,22769,22710,22651,22461,22461,22461,22393,22310,22156,22156,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,21040,18979,18979,18979,18979,18979,18979,18979,18979,18979,18979,18979,18979,18979,18979,18979,18979,18979,18531,18314,18314,18314,18314,18205,17812,17698,17698,17698,17586,17416,17416,17143,17047,17047,17047,16951,16805,16805,16669,16621,16621,16621,16472,16472,16437,16291,16189,16189,16189,16189,16083,15776,15776,15695,15695,15695,15695,15607,15391,15161,15161,15161,15161,14863,14863,14863,14735,14243,14243,14243,14073,13782,13782,13289,13114,13114,12783,12783,12616,12616,11466,11181,11181,11181,10676,10676,10676,10196,8667,8667,8667,8667,8667,8098,8098,7070,7070,7070,6758,6460,6122,6122,5607,5607,5607,5349,5219,5219,4592,4592,4592,4592,4592,4493
116,Mexico,3956372,3951946,3951003,3950200,3947284,3943764,3940401,3937082,3934102,3933351,3932545,3930015,3927265,3924638,3921682,3918987,3918216,3917361,3914706,3911714,3908534,3905319,3902015,3901263,3900293,3897452,3894364,3891218,3887873,3884566,3883842,3882792,3879836,3876391,3872263,3867976,3864278,3863362,3862137,3858831,3854994,3851079,3847243,3845733,3845733,3844791,3841661,3838308,3834815,3831259,3827596,3826786,3825404,3821830,3818216,3814453,3811793,3808205,3805765,3802287,3798286,3793783,3788986,3784448,3783327,3781661,3777209,3772556,3767758,3762689,3758469,3757056,3755063,3749860,3744574,3738749,3732429,3725242,3723235,3720545,3714392,3707234,3699621,3691924,3684242,3681960,3678980,3671611,3664223,3655395,3645599,3635807,3632800,3628812,3619115,3608976,3597168,3585565,3573044,3569677,3564694,3552983,3549229,3542189,3528972,3516043,3511882,3506743,3494232,3479999,3465171,3449295,3433511,3428384,3420880,3405294,3387885,3369747,3352410,3341264,3335700,3328863,3311317,3291761,3271128,3249878,3231616,3225073,3217415,3197108,3175211,3152205,3123252,3108438,3101266,3091971,3068329,3045571,3020596,2997885,2978330,2971817,2964244,2944226,2922663,2901094,2880409
117,Micronesia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,Moldova,375358,374763,374763,374526,374349,374120,373752,373373,372983,372429,372200,372154,371850,371410,370951,370459,370003,369659,369402,369013,368497,367948,367339,366751,366256,366162,365713,365165,364433,363774,363110,362433,362326,361828,361116,360261,359401,358857,358202,357831,357211,356448,355646,354755,353778,352822,352670,351940,350697,349568,348588,347105,345964,345517,344563,343261,341675,340188,337768,337115,335860,332625,332625,329294,329294,328000,327094,325526,323469,321682,319614,317899,316529,313849,312442,312442,308724,307182,307182,306647,305977,304678,303208,301431,299843,298310,297232,296672,295681,292839,292839,291252,290043,289025,288377,287730,286536,285321,283950,282650,281700,281216,280175,279143,277854,276701,275558,274812,274599,273918,273056,272325,271535,270685,270219,269986,269602,268892,268105,267526,267204,266988,266784,266591,266314,265817,265258,264746,264432,264283,263907,263500,263074,262589,262044,262044,261947,261807,261524,261256,261000,260807,260555,260555,260424,260183,260024
119,Monaco,4985,4889,4809,4766,4750,4670,4606,4485,4485,4406,4406,4386,4339,4114,4114,4114,4114,4093,4093,4054,4006,3942,3942,3902,3885,3879,3850,3820,3797,3738,3738,3705,3705,3705,3669,3612,3612,3567,3554,3552,3550,3536,3516,3498,3486,3478,3478,3473,3467,3451,3451,3439,3436,3436,3434,3424,3424,3414,3414,3414,3414,3399,3399,3399,3394,3389,3389,3388,3387,3382,3378,3363,3358,3358,3357,3354,3337,3337,3336,3335,3333,3327,3327,3327,3324,3317,3314,3314,3314,3314,3313,3312,3303,3303,3302,3302,3299,3299,3297,3290,3290,3290,3290,3288,3285,3284,3281,3276,3275,3273,3260,3253,3240,3234,3232,3232,3220,3220,3201,3188,3188,3183,3178,3178,3170,3163,3141,3141,3133,3129,3105,3105,3099,3080,3059,3059,3058,3055,3040,3035,3021,2992,2973,2973,2961,2940,2940
120,Mongolia,388973,388755,388598,388515,388311,388063,387875,387684,387356,387116,386991,386787,386520,386258,385973,385638,385447,385353,385196,384912,384626,384288,383978,383682,383543,383216,383093,382718,382277,381528,381330,380945,380616,380325,379544,378833,378199,377674,377387,376878,376342,375747,374970,374097,373344,372853,372187,371199,370324,369303,368353,367412,366962,366173,365233,364051,362772,361338,359396,358208,356765,355129,353504,351835,350604,349509,348188,346455,344736,342992,340839,339536,338151,336508,334865,332789,330869,328304,326738,325390,323322,321657,319442,317205,314601,312376,310875,309064,306603,304084,301434,298919,296766,294775,292591,289929,287317,283956,280540,277997,275146,272369,269476,266680,263446,257770,257770,255419,252648,249408,247399,243719,240042,236079,232313,228685,224989,221351,217546,213820,211080,208871,206457,204035,201746,199279,196846,195250,193684,191904,190253,188412,186537,184950,183652,182591,181291,179889,178436,176993,175560,174603,173532,172069,171097,169851,168673
121,Montenegro,166581,165074,163954,163373,162828,162364,161944,161672,161364,161127,160995,160818,160655,160457,160270,160111,159901,159788,159635,159433,159214,159034,158838,158623,158466,158283,158076,157869,157611,157376,157085,156873,156608,156268,156004,155694,155365,155011,154758,154464,154128,153743,153334,152931,152411,152087,151730,151272,150793,150313,149729,148997,148579,148027,147401,146663,145936,145314,144314,143785,143322,142807,142308,141834,141292,140922,140489,139963,139488,139066,138607,138047,137769,137401,137046,136681,135981,135981,135533,135298,135010,134602,134211,133767,133415,133005,132696,132360,131946,131020,131020,130500,129990,129648,129285,128796,128377,127894,127326,126684,126259,125728,125128,124485,123755,123129,122364,121908,121351,120723,120149,119602,119069,118466,118104,117632,117080,116533,115956,115385,114787,114364,113808,113171,112500,111736,111038,110377,109962,109340,108742,108108,107576,107041,106493,106196,105750,105356,105002,104613,104264,103932,103722,103443,103158,102879,102660
122,Morocco,959098,957594,956410,956119,955587,954853,954199,953724,953297,952916,952814,952628,952398,952189,951984,951763,951544,951482,951380,951267,951092,950946,950801,950643,950591,950501,950374,950223,950088,949917,949785,949732,949648,949532,949378,949263,949133,948976,948923,948830,948705,948633,948539,948391,948271,948226,948157,948025,947902,947761,947610,947451,947396,947307,947139,946957,946766,946543,946145,945960,945720,945504,945201,944803,944277,944277,944076,943652,943222,942967,942779,942280,942132,941863,941446,941009,940503,939922,939356,939187,938801,938286,937631,936963,936236,935560,935332,934828,934007,933071,931973,930891,929699,928571,928571,927127,925507,923924,920374,920374,919681,918126,915835,913423,910991,908349,905564,904647,902694,896913,893462,889532,889532,886008,884085,881042,876732,872351,866968,860948,856049,853373,849532,843357,836494,829137,821129,813945,810949,806288,799775,791559,782097,772394,763353,759456,752076,741836,731084,720256,711103,701325,696282,687292,676683,665325,653286
123,Mozambique,179272,175648,172175,170975,170975,170077,167307,164862,162525,160457,159904,158111,158111,155495,154520,153787,153787,153408,152965,152965,152586,152326,152120,152000,151868,151868,151763,151652,151594,151548,151528,151524,151515,151515,151512,151503,151495,151492,151488,151488,151477,151472,151466,151457,151432,151427,151422,151414,151410,151390,151382,151371,151368,151367,151352,151339,151325,151316,151292,151270,151270,151260,151243,151243,151226,151225,151220,151174,151174,151157,151112,151102,151102,151097,151080,151061,151018,150991,150991,150963,150935,150899,150874,150874,150826,150807,150790,150790,150723,150662,150572,150572,150540,150530,150439,150439,150370,150280,150067,150067,150018,149981,149906,149804,149671,149259,149207,149207,149088,148727,148727,148552,148054,147923,147923,147785,147431,147066,146754,146316,146053,145863,145724,145199,144032,144032,143127,142784,142523,142013,142013,140765,140765,140071,139038,138344,137413,137413,135528,135528,133177,133177,132452,131799,130526,129036,127425
124,Namibia,146720,146459,146097,145637,144629,143576,141045,140449,139518,139518,138184,136921,134694,134154,133444,133090,133090,132849,132271,131230,130230,130051,130051,129796,129796,129508,129324,129243,129198,129187,129180,129180,129160,129151,129133,129126,129105,129105,129091,129076,129076,129074,129069,129067,129060,129041,129041,129038,129027,129027,129023,129014,129009,128985,128967,128967,128963,128938,128927,128886,128886,128868,128868,128859,128849,128824,128444,128414,128395,128395,128353,128353,128328,128239,128239,128187,128167,128129,128106,128106,128047,128047,127989,127956,127923,127862,127756,127756,127680,127589,127493,127373,127373,127227,127227,127071,127035,127000,126900,126900,126811,126708,126628,126430,126430,126341,126341,126290,126203,126025,125897,125897,125772,125610,125610,125494,125313,125206,125136,125046,124900,124716,124618,124403,124275,124083,124032,123861,123581,123483,123242,123082,122885,122699,122545,122469,122227,122097,121817,121603,121507,121203,121043,120814,120495,120221,119984
125,Nepal,827972,827763,827522,827271,827058,826901,826664,826423,826206,825954,825736,825603,825445,825176,825016,824764,824535,824222,823980,823786,823554,823357,823102,822830,822592,822392,822172,821949,821651,821366,821121,820878,820724,820527,820285,820004,819699,819386,819019,818787,818578,818307,818035,817672,817333,816966,816675,816415,816060,815759,815372,814929,814558,814417,814289,814115,813828,813433,812570,812194,811897,811407,810880,810298,809729,809056,808534,808096,807522,807052,806517,805560,805037,804652,804516,804276,803878,803552,802861,802198,801633,800997,800282,799615,798766,798004,797192,796618,795959,795061,794163,793271,792367,791392,790662,789872,788769,787828,786577,785541,784566,783910,783075,781989,780824,779492,778312,777163,776325,775548,774587,773529,772182,770759,769271,768295,767271,765914,764295,762647,761124,759222,758008,756492,754915,752863,751001,748981,747433,745731,744307,742228,739907,737294,734838,732272,730479,728532,725769,723296,720680,717486,714877,712740,710509,708079,705072
